fecha_aplicacion,jurisdiccion_aplicacion_id,aplicadas,csumaplicadas,labeldistrito
2021-05-11,86,477,147436,S del Estero
2021-05-11,90,5411,253631,Tucuman
2021-05-11,94,796,30356,T del Fuego
2021-05-12,2,7285,742097,CABA
2021-05-12,6,6567,3243022,Buenos Aires
2021-05-12,10,359,75810,Catamarca
2021-05-12,14,1177,641320,Cordoba
2021-05-12,18,4526,198205,Corrientes
2021-05-12,22,1746,201561,Chaco
2021-05-12,26,1490,111894,Chubut
2021-05-12,30,2145,248154,Entre Rios
2021-05-12,34,876,104607,Formosa
2021-05-12,38,1417,126342,Jujuy
2021-05-12,42,26,73546,La Pampa
2021-05-12,46,375,75452,La Rioja
2021-05-12,50,1937,370490,Mendoza
2021-05-12,54,3005,191213,Misiones
2021-05-12,58,659,125979,Neuquen
2021-05-12,62,2046,142187,Rio Negro
2021-05-12,66,2301,231749,Salta
2021-05-12,70,575,147145,San Juan
2021-05-12,74,26,99452,San Luis
2021-05-12,78,1458,59786,Santa Cruz
2021-05-12,82,4043,636303,Santa Fe
2021-05-12,86,2988,150424,S del Estero
2021-05-12,90,5505,259136,Tucuman
2021-05-12,94,40,30396,T del Fuego
2021-05-13,2,3000,745097,CABA
2021-05-13,6,5217,3248239,Buenos Aires
2021-05-13,10,580,76390,Catamarca
2021-05-13,14,1087,642407,Cordoba
2021-05-13,18,1317,199522,Corrientes
2021-05-13,22,1272,202833,Chaco
2021-05-13,26,912,112806,Chubut
2021-05-13,30,1364,249518,Entre Rios
2021-05-13,34,863,105470,Formosa
2021-05-13,38,859,127201,Jujuy
2021-05-13,42,15,73561,La Pampa
2021-05-13,46,256,75708,La Rioja
2021-05-13,50,1075,371565,Mendoza
2021-05-13,54,2905,194118,Misiones
2021-05-13,58,450,126429,Neuquen
2021-05-13,62,1453,143640,Rio Negro
2021-05-13,66,2066,233815,Salta
2021-05-13,70,676,147821,San Juan
2021-05-13,74,1,99453,San Luis
2021-05-13,78,1992,61778,Santa Cruz
2021-05-13,82,1685,637988,Santa Fe
2021-05-13,86,3514,153938,S del Estero
2021-05-13,90,4984,264120,Tucuman
2021-05-13,94,211,30607,T del Fuego
2021-05-14,2,2850,747947,CABA
2021-05-14,6,5067,3253306,Buenos Aires
2021-05-14,10,37,76427,Catamarca
2021-05-14,14,2380,644787,Cordoba
2021-05-14,18,821,200343,Corrientes
2021-05-14,22,1071,203904,Chaco
2021-05-14,26,1065,113871,Chubut
2021-05-14,30,1826,251344,Entre Rios
2021-05-14,34,413,105883,Formosa
2021-05-14,38,1124,128325,Jujuy
2021-05-14,42,5,73566,La Pampa
2021-05-14,46,402,76110,La Rioja
2021-05-14,50,2581,374146,Mendoza
2021-05-14,54,2861,196979,Misiones
2021-05-14,58,1268,127697,Neuquen
2021-05-14,62,666,144306,Rio Negro
2021-05-14,66,2235,236050,Salta
2021-05-14,70,636,148457,San Juan
2021-05-14,74,96,99549,San Luis
2021-05-14,78,1108,62886,Santa Cruz
2021-05-14,82,2023,640011,Santa Fe
2021-05-14,86,5314,159252,S del Estero
2021-05-14,90,4674,268794,Tucuman
2021-05-14,94,6,30613,T del Fuego
2021-05-15,2,11697,759644,CABA
2021-05-15,6,13110,3266416,Buenos Aires
2021-05-15,10,23,76450,Catamarca
2021-05-15,14,6944,651731,Cordoba
2021-05-15,18,2176,202519,Corrientes
2021-05-15,22,1946,205850,Chaco
2021-05-15,26,574,114445,Chubut
2021-05-15,30,460,251804,Entre Rios
2021-05-15,34,20,105903,Formosa
2021-05-15,38,671,128996,Jujuy
2021-05-15,42,1279,74845,La Pampa
2021-05-15,46,57,76167,La Rioja
2021-05-15,50,117,374263,Mendoza
2021-05-15,54,764,197743,Misiones
2021-05-15,58,59,127756,Neuquen
2021-05-15,62,128,144434,Rio Negro
2021-05-15,66,405,236455,Salta
2021-05-15,70,1,148458,San Juan
2021-05-15,78,327,63213,Santa Cruz
2021-05-15,82,85,640096,Santa Fe
2021-05-15,86,3862,163114,S del Estero
2021-05-15,90,5,268799,Tucuman
2021-05-15,94,52,30665,T del Fuego
2021-05-16,2,2998,762642,CABA
2021-05-16,6,10837,3277253,Buenos Aires
2021-05-16,14,2907,654638,Cordoba
2021-05-16,18,32,202551,Corrientes
2021-05-16,22,2179,208029,Chaco
2021-05-16,26,393,114838,Chubut
2021-05-16,30,8,251812,Entre Rios
2021-05-16,34,1,105904,Formosa
2021-05-16,42,496,75341,La Pampa
2021-05-16,46,28,76195,La Rioja
2021-05-16,50,16,374279,Mendoza
2021-05-16,54,10,197753,Misiones
2021-05-16,58,2321,130077,Neuquen
2021-05-16,62,1,144435,Rio Negro
2021-05-16,66,45,236500,Salta
2021-05-16,74,1135,100684,San Luis
2021-05-16,78,4,63217,Santa Cruz
2021-05-16,82,4,640100,Santa Fe
2021-05-16,86,955,164069,S del Estero
2021-05-16,90,2,268801,Tucuman
2021-05-16,94,1,30666,T del Fuego
2021-05-17,2,7594,770236,CABA
2021-05-17,6,21193,3298446,Buenos Aires
2021-05-17,10,663,77113,Catamarca
2021-05-17,14,11522,666160,Cordoba
2021-05-17,18,2065,204616,Corrientes
2021-05-17,22,6054,214083,Chaco
2021-05-17,26,831,115669,Chubut
2021-05-17,30,2433,254245,Entre Rios
2021-05-17,34,15,105919,Formosa
2021-05-17,38,1188,130184,Jujuy
2021-05-17,42,1216,76557,La Pampa
2021-05-17,46,642,76837,La Rioja
2021-05-17,50,2829,377108,Mendoza
2021-05-17,54,6823,204576,Misiones
2021-05-17,58,1048,131125,Neuquen
2021-05-17,62,345,144780,Rio Negro
2021-05-17,66,3785,240285,Salta
2021-05-17,70,1596,150054,San Juan
2021-05-17,74,3180,103864,San Luis
2021-05-17,78,1086,64303,Santa Cruz
2021-05-17,82,5374,645474,Santa Fe
2021-05-17,86,788,164857,S del Estero
2021-05-17,90,7560,276361,Tucuman
2021-05-17,94,472,31138,T del Fuego
2021-05-18,2,8181,778417,CABA
2021-05-18,6,61118,3359564,Buenos Aires
2021-05-18,10,2581,79694,Catamarca
2021-05-18,14,8936,675096,Cordoba
2021-05-18,18,3772,208388,Corrientes
2021-05-18,22,3012,217095,Chaco
2021-05-18,26,856,116525,Chubut
2021-05-18,30,2981,257226,Entre Rios
2021-05-18,34,5585,111504,Formosa
2021-05-18,38,1586,131770,Jujuy
2021-05-18,42,798,77355,La Pampa
2021-05-18,46,814,77651,La Rioja
2021-05-18,50,9752,386860,Mendoza
2021-05-18,54,6591,211167,Misiones
2021-05-18,58,1639,132764,Neuquen
2021-05-18,62,1858,146638,Rio Negro
2021-05-18,66,3611,243896,Salta
2021-05-18,70,1710,151764,San Juan
2021-05-18,74,345,104209,San Luis
2021-05-18,78,1636,65939,Santa Cruz
2021-05-18,82,19006,664480,Santa Fe
2021-05-18,86,296,165153,S del Estero
2021-05-18,90,7026,283387,Tucuman
2021-05-18,94,736,31874,T del Fuego
2021-05-19,2,5952,784369,CABA
2021-05-19,6,63141,3422705,Buenos Aires
2021-05-19,10,835,80529,Catamarca
2021-05-19,14,6522,681618,Cordoba
2021-05-19,18,4195,212583,Corrientes
2021-05-19,22,2627,219722,Chaco
2021-05-19,26,1337,117862,Chubut
2021-05-19,30,3396,260622,Entre Rios
2021-05-19,34,1576,113080,Formosa
2021-05-19,38,1562,133332,Jujuy
2021-05-19,42,268,77623,La Pampa
2021-05-19,46,418,78069,La Rioja
2021-05-19,50,7885,394745,Mendoza
2021-05-19,54,6640,217807,Misiones
2021-05-19,58,988,133752,Neuquen
2021-05-19,62,1327,147965,Rio Negro
2021-05-19,66,3435,247331,Salta
2021-05-19,70,1639,153403,San Juan
2021-05-19,74,349,104558,San Luis
2021-05-19,78,348,66287,Santa Cruz
2021-05-19,82,10306,674786,Santa Fe
2021-05-19,86,551,165704,S del Estero
2021-05-19,90,5747,289134,Tucuman
2021-05-19,94,537,32411,T del Fuego
2021-05-20,2,21819,806188,CABA
2021-05-20,6,63628,3486333,Buenos Aires
2021-05-20,10,1201,81730,Catamarca
2021-05-20,14,9405,691023,Cordoba
2021-05-20,18,4406,216989,Corrientes
2021-05-20,22,6010,225732,Chaco
2021-05-20,26,1186,119048,Chubut
2021-05-20,30,2113,262735,Entre Rios
2021-05-20,34,9,113089,Formosa
2021-05-20,38,1645,134977,Jujuy
2021-05-20,42,894,78517,La Pampa
2021-05-20,46,411,78480,La Rioja
2021-05-20,50,3468,398213,Mendoza
2021-05-20,54,4011,221818,Misiones
2021-05-20,58,741,134493,Neuquen
2021-05-20,62,1703,149668,Rio Negro
2021-05-20,66,3954,251285,Salta
2021-05-20,70,1520,154923,San Juan
2021-05-20,78,933,67220,Santa Cruz
2021-05-20,82,5236,680022,Santa Fe
2021-05-20,86,626,166330,S del Estero
2021-05-20,90,5529,294663,Tucuman
2021-05-20,94,253,32664,T del Fuego
2021-05-21,2,2393,808581,CABA
2021-05-21,6,12144,3498477,Buenos Aires
2021-05-21,10,2047,83777,Catamarca
2021-05-21,14,19477,710500,Cordoba
2021-05-21,18,3663,220652,Corrientes
2021-05-21,22,7297,233029,Chaco
2021-05-21,26,1631,120679,Chubut
2021-05-21,30,1886,264621,Entre Rios
2021-05-21,34,10,113099,Formosa
2021-05-21,38,1357,136334,Jujuy
2021-05-21,42,1815,80332,La Pampa
2021-05-21,46,1832,80312,La Rioja
2021-05-21,50,2006,400219,Mendoza
2021-05-21,54,4212,226030,Misiones
2021-05-21,58,5631,140124,Neuquen
2021-05-21,62,2191,151859,Rio Negro
2021-05-21,66,5320,256605,Salta
2021-05-21,70,1631,156554,San Juan
2021-05-21,74,4853,109411,San Luis
2021-05-21,78,850,68070,Santa Cruz
2021-05-21,82,3688,683710,Santa Fe
2021-05-21,86,577,166907,S del Estero
2021-05-21,90,4772,299435,Tucuman
2021-05-21,94,503,33167,T del Fuego
2021-05-22,2,3429,812010,CABA
2021-05-22,6,8160,3506637,Buenos Aires
2021-05-22,10,641,84418,Catamarca
2021-05-22,14,7806,718306,Cordoba
2021-05-22,18,1924,222576,Corrientes
2021-05-22,22,1871,234900,Chaco
2021-05-22,26,35,120714,Chubut
2021-05-22,30,1209,265830,Entre Rios
2021-05-22,34,271,113370,Formosa
2021-05-22,38,721,137055,Jujuy
2021-05-22,42,765,81097,La Pampa
2021-05-22,46,724,81036,La Rioja
2021-05-22,50,535,400754,Mendoza
2021-05-22,54,4792,230822,Misiones
2021-05-22,58,1528,141652,Neuquen
2021-05-22,62,1671,153530,Rio Negro
2021-05-22,66,1657,258262,Salta
2021-05-22,70,1,156555,San Juan
2021-05-22,78,1030,69100,Santa Cruz
2021-05-22,82,17452,701162,Santa Fe
2021-05-22,86,765,167672,S del Estero
2021-05-22,90,7,299442,Tucuman
2021-05-22,94,84,33251,T del Fuego
2021-05-23,2,4728,816738,CABA
2021-05-23,6,11936,3518573,Buenos Aires
2021-05-23,10,90,84508,Catamarca
2021-05-23,14,14,718320,Cordoba
2021-05-23,18,351,222927,Corrientes
2021-05-23,22,26,234926,Chaco
2021-05-23,26,3,120717,Chubut
2021-05-23,30,25,265855,Entre Rios
2021-05-23,34,40,113410,Formosa
2021-05-23,38,3,137058,Jujuy
2021-05-23,42,136,81233,La Pampa
2021-05-23,46,22,81058,La Rioja
2021-05-23,50,2705,403459,Mendoza
2021-05-23,54,25,230847,Misiones
2021-05-23,58,17,141669,Neuquen
2021-05-23,62,6,153536,Rio Negro
2021-05-23,66,701,258963,Salta
2021-05-23,70,3,156558,San Juan
2021-05-23,78,1163,70263,Santa Cruz
2021-05-23,82,412,701574,Santa Fe
2021-05-23,86,28,167700,S del Estero
2021-05-23,90,3,299445,Tucuman
2021-05-23,94,1,33252,T del Fuego
2021-05-24,2,1771,818509,CABA
2021-05-24,6,24888,3543461,Buenos Aires
2021-05-24,10,25,84533,Catamarca
2021-05-24,14,3035,721355,Cordoba
2021-05-24,18,5039,227966,Corrientes
2021-05-24,22,142,235068,Chaco
2021-05-24,26,932,121649,Chubut
2021-05-24,30,5040,270895,Entre Rios
2021-05-24,34,36,113446,Formosa
2021-05-24,38,631,137689,Jujuy
2021-05-24,42,507,81740,La Pampa
2021-05-24,46,377,81435,La Rioja
2021-05-24,50,5102,408561,Mendoza
2021-05-24,54,1209,232056,Misiones
2021-05-24,58,595,142264,Neuquen
2021-05-24,62,1950,155486,Rio Negro
2021-05-24,66,2248,261211,Salta
2021-05-24,70,1899,158457,San Juan
2021-05-24,74,884,110295,San Luis
2021-05-24,78,1368,71631,Santa Cruz
2021-05-24,82,3499,705073,Santa Fe
2021-05-24,86,1590,169290,S del Estero
2021-05-24,90,5584,305029,Tucuman
2021-05-24,94,302,33554,T del Fuego
2021-05-25,2,1586,820095,CABA
2021-05-25,6,21055,3564516,Buenos Aires
2021-05-25,10,4,84537,Catamarca
2021-05-25,14,224,721579,Cordoba
2021-05-25,18,2948,230914,Corrientes
2021-05-25,22,30,235098,Chaco
2021-05-25,26,358,122007,Chubut
2021-05-25,30,207,271102,Entre Rios
2021-05-25,34,1609,115055,Formosa
2021-05-25,38,6,137695,Jujuy
2021-05-25,42,97,81837,La Pampa
2021-05-25,46,67,81502,La Rioja
2021-05-25,50,4215,412776,Mendoza
2021-05-25,54,75,232131,Misiones
2021-05-25,58,166,142430,Neuquen
2021-05-25,62,679,156165,Rio Negro
2021-05-25,66,1738,262949,Salta
2021-05-25,70,27,158484,San Juan
2021-05-25,74,74,110369,San Luis
2021-05-25,78,606,72237,Santa Cruz
2021-05-25,82,838,705911,Santa Fe
2021-05-25,86,374,169664,S del Estero
2021-05-25,90,15,305044,Tucuman
2021-05-25,94,1,33555,T del Fuego
2021-05-26,2,2737,822832,CABA
2021-05-26,6,36135,3600651,Buenos Aires
2021-05-26,10,337,84874,Catamarca
2021-05-26,14,2914,724493,Cordoba
2021-05-26,18,1500,232414,Corrientes
2021-05-26,22,709,235807,Chaco
2021-05-26,26,1687,123694,Chubut
2021-05-26,30,2927,274029,Entre Rios
2021-05-26,34,3396,118451,Formosa
2021-05-26,38,1282,138977,Jujuy
2021-05-26,42,306,82143,La Pampa
2021-05-26,46,1067,82569,La Rioja
2021-05-26,50,6056,418832,Mendoza
2021-05-26,54,2767,234898,Misiones
2021-05-26,58,118,142548,Neuquen
2021-05-26,62,1940,158105,Rio Negro
2021-05-26,66,3581,266530,Salta
2021-05-26,70,2135,160619,San Juan
2021-05-26,74,16,110385,San Luis
2021-05-26,78,181,72418,Santa Cruz
2021-05-26,82,8648,714559,Santa Fe
2021-05-26,86,2151,171815,S del Estero
2021-05-26,90,5821,310865,Tucuman
2021-05-26,94,662,34217,T del Fuego
2021-05-27,2,6018,828850,CABA
2021-05-27,6,22417,3623068,Buenos Aires
2021-05-27,10,1309,86183,Catamarca
2021-05-27,14,13103,737596,Cordoba
2021-05-27,18,1385,233799,Corrientes
2021-05-27,22,4012,239819,Chaco
2021-05-27,26,1576,125270,Chubut
2021-05-27,30,3577,277606,Entre Rios
2021-05-27,34,23,118474,Formosa
2021-05-27,38,714,139691,Jujuy
2021-05-27,42,820,82963,La Pampa
2021-05-27,46,972,83541,La Rioja
2021-05-27,50,5011,423843,Mendoza
2021-05-27,54,2195,237093,Misiones
2021-05-27,58,221,142769,Neuquen
2021-05-27,62,1382,159487,Rio Negro
2021-05-27,66,4395,270925,Salta
2021-05-27,70,2032,162651,San Juan
2021-05-27,74,2,110387,San Luis
2021-05-27,78,1331,73749,Santa Cruz
2021-05-27,82,4871,719430,Santa Fe
2021-05-27,86,4479,176294,S del Estero
2021-05-27,90,5535,316400,Tucuman
2021-05-27,94,702,34919,T del Fuego
2021-05-28,2,13949,842799,CABA
2021-05-28,6,18795,3641863,Buenos Aires
2021-05-28,10,2402,88585,Catamarca
2021-05-28,14,14951,752547,Cordoba
2021-05-28,18,8089,241888,Corrientes
2021-05-28,22,5777,245596,Chaco
2021-05-28,26,750,126020,Chubut
2021-05-28,30,7832,285438,Entre Rios
2021-05-28,34,1332,119806,Formosa
2021-05-28,38,1191,140882,Jujuy
2021-05-28,42,2483,85446,La Pampa
2021-05-28,46,1093,84634,La Rioja
2021-05-28,50,5487,429330,Mendoza
2021-05-28,54,7525,244618,Misiones
2021-05-28,58,953,143722,Neuquen
2021-05-28,62,1982,161469,Rio Negro
2021-05-28,66,5351,276276,Salta
2021-05-28,70,2281,164932,San Juan
2021-05-28,74,5261,115648,San Luis
2021-05-28,78,1103,74852,Santa Cruz
2021-05-28,82,3871,723301,Santa Fe
2021-05-28,86,6027,182321,S del Estero
2021-05-28,90,5249,321649,Tucuman
2021-05-28,94,1186,36105,T del Fuego
2021-05-29,2,16817,859616,CABA
2021-05-29,6,44347,3686210,Buenos Aires
2021-05-29,10,1424,90009,Catamarca
2021-05-29,14,32435,784982,Cordoba
2021-05-29,18,4164,246052,Corrientes
2021-05-29,22,3678,249274,Chaco
2021-05-29,26,140,126160,Chubut
2021-05-29,30,1443,286881,Entre Rios
2021-05-29,34,678,120484,Formosa
2021-05-29,38,2170,143052,Jujuy
2021-05-29,42,4228,89674,La Pampa
2021-05-29,46,800,85434,La Rioja
2021-05-29,50,8151,437481,Mendoza
2021-05-29,54,11553,256171,Misiones
2021-05-29,58,8283,152005,Neuquen
2021-05-29,62,1507,162976,Rio Negro
2021-05-29,66,6388,282664,Salta
2021-05-29,70,918,165850,San Juan
2021-05-29,74,1827,117475,San Luis
2021-05-29,78,1022,75874,Santa Cruz
2021-05-29,82,4318,727619,Santa Fe
2021-05-29,86,5709,188030,S del Estero
2021-05-29,90,3637,325286,Tucuman
2021-05-29,94,929,37034,T del Fuego
2021-05-30,2,16043,875659,CABA
2021-05-30,6,53954,3740164,Buenos Aires
2021-05-30,10,8,90017,Catamarca
2021-05-30,14,7674,792656,Cordoba
2021-05-30,18,3003,249055,Corrientes
2021-05-30,22,695,249969,Chaco
2021-05-30,26,462,126622,Chubut
2021-05-30,30,52,286933,Entre Rios
2021-05-30,34,3465,123949,Formosa
2021-05-30,38,76,143128,Jujuy
2021-05-30,42,1687,91361,La Pampa
2021-05-30,46,596,86030,La Rioja
2021-05-30,50,7103,444584,Mendoza
2021-05-30,54,2692,258863,Misiones
2021-05-30,58,5688,157693,Neuquen
2021-05-30,62,3,162979,Rio Negro
2021-05-30,66,3300,285964,Salta
2021-05-30,70,396,166246,San Juan
2021-05-30,74,1723,119198,San Luis
2021-05-30,78,21,75895,Santa Cruz
2021-05-30,82,24,727643,Santa Fe
2021-05-30,86,254,188284,S del Estero
2021-05-30,90,3611,328897,Tucuman
2021-05-30,94,3,37037,T del Fuego
2021-05-31,2,22614,898273,CABA
2021-05-31,6,86055,3826219,Buenos Aires
2021-05-31,10,1550,91567,Catamarca
2021-05-31,14,18929,811585,Cordoba
2021-05-31,18,2911,251966,Corrientes
2021-05-31,22,9461,259430,Chaco
2021-05-31,26,1243,127865,Chubut
2021-05-31,30,2888,289821,Entre Rios
2021-05-31,34,1552,125501,Formosa
2021-05-31,38,2288,145416,Jujuy
2021-05-31,42,1661,93022,La Pampa
2021-05-31,46,1349,87379,La Rioja
2021-05-31,50,16713,461297,Mendoza
2021-05-31,54,6189,265052,Misiones
2021-05-31,58,2385,160078,Neuquen
2021-05-31,62,2368,165347,Rio Negro
2021-05-31,66,5621,291585,Salta
2021-05-31,70,2826,169072,San Juan
2021-05-31,74,5116,124314,San Luis
2021-05-31,78,935,76830,Santa Cruz
2021-05-31,82,20863,748506,Santa Fe
2021-05-31,86,6618,194902,S del Estero
2021-05-31,90,13470,342367,Tucuman
2021-05-31,94,1573,38610,T del Fuego
2021-06-01,2,22051,920324,CABA
2021-06-01,6,87567,3913786,Buenos Aires
2021-06-01,10,2445,94012,Catamarca
2021-06-01,14,45870,857455,Cordoba
2021-06-01,18,4761,256727,Corrientes
2021-06-01,22,9758,269188,Chaco
2021-06-01,26,2100,129965,Chubut
2021-06-01,30,8175,297996,Entre Rios
2021-06-01,34,2156,127657,Formosa
2021-06-01,38,2811,148227,Jujuy
2021-06-01,42,1575,94597,La Pampa
2021-06-01,46,2013,89392,La Rioja
2021-06-01,50,13677,474974,Mendoza
2021-06-01,54,4500,269552,Misiones
2021-06-01,58,2740,162818,Neuquen
2021-06-01,62,1704,167051,Rio Negro
2021-06-01,66,5257,296842,Salta
2021-06-01,70,2731,171803,San Juan
2021-06-01,74,3445,127759,San Luis
2021-06-01,78,915,77745,Santa Cruz
2021-06-01,82,16552,765058,Santa Fe
2021-06-01,86,7328,202230,S del Estero
2021-06-01,90,11745,354112,Tucuman
2021-06-01,94,1521,40131,T del Fuego
2021-06-02,2,21096,941420,CABA
2021-06-02,6,102313,4016099,Buenos Aires
2021-06-02,10,2083,96095,Catamarca
2021-06-02,14,19734,877189,Cordoba
2021-06-02,18,5245,261972,Corrientes
2021-06-02,22,8487,277675,Chaco
2021-06-02,26,2302,132267,Chubut
2021-06-02,30,8213,306209,Entre Rios
2021-06-02,34,1644,129301,Formosa
2021-06-02,38,8514,156741,Jujuy
2021-06-02,42,3361,97958,La Pampa
2021-06-02,46,3768,93160,La Rioja
2021-06-02,50,13573,488547,Mendoza
2021-06-02,54,7105,276657,Misiones
2021-06-02,58,4814,167632,Neuquen
2021-06-02,62,2884,169935,Rio Negro
2021-06-02,66,5794,302636,Salta
2021-06-02,70,2715,174518,San Juan
2021-06-02,74,1532,129291,San Luis
2021-06-02,78,1915,79660,Santa Cruz
2021-06-02,82,12097,777155,Santa Fe
2021-06-02,86,8178,210408,S del Estero
2021-06-02,90,10407,364519,Tucuman
2021-06-02,94,694,40825,T del Fuego
2021-06-03,2,31862,973282,CABA
2021-06-03,6,106680,4122779,Buenos Aires
2021-06-03,10,1400,97495,Catamarca
2021-06-03,14,30553,907742,Cordoba
2021-06-03,18,3888,265860,Corrientes
2021-06-03,22,7404,285079,Chaco
2021-06-03,26,2794,135061,Chubut
2021-06-03,30,8118,314327,Entre Rios
2021-06-03,34,1565,130866,Formosa
2021-06-03,38,11089,167830,Jujuy
2021-06-03,42,5706,103664,La Pampa
2021-06-03,46,4169,97329,La Rioja
2021-06-03,50,15190,503737,Mendoza
2021-06-03,54,6385,283042,Misiones
2021-06-03,58,7592,175224,Neuquen
2021-06-03,62,3829,173764,Rio Negro
2021-06-03,66,3588,306224,Salta
2021-06-03,70,2765,177283,San Juan
2021-06-03,74,7128,136419,San Luis
2021-06-03,78,2125,81785,Santa Cruz
2021-06-03,82,26149,803304,Santa Fe
2021-06-03,86,12029,222437,S del Estero
2021-06-03,90,10732,375251,Tucuman
2021-06-03,94,1987,42812,T del Fuego
2021-06-04,2,29091,1002373,CABA
2021-06-04,6,103536,4226315,Buenos Aires
2021-06-04,10,4216,101711,Catamarca
2021-06-04,14,69203,976945,Cordoba
2021-06-04,18,6311,272171,Corrientes
2021-06-04,22,9130,294209,Chaco
2021-06-04,26,2584,137645,Chubut
2021-06-04,30,9794,324121,Entre Rios
2021-06-04,34,2507,133373,Formosa
2021-06-04,38,15807,183637,Jujuy
2021-06-04,42,3727,107391,La Pampa
2021-06-04,46,3392,100721,La Rioja
2021-06-04,50,16144,519881,Mendoza
2021-06-04,54,5404,288446,Misiones
2021-06-04,58,15691,190915,Neuquen
2021-06-04,62,2429,176193,Rio Negro
2021-06-04,66,8737,314961,Salta
2021-06-04,70,2626,179909,San Juan
2021-06-04,74,5709,142128,San Luis
2021-06-04,78,2317,84102,Santa Cruz
2021-06-04,82,22593,825897,Santa Fe
2021-06-04,86,10871,233308,S del Estero
2021-06-04,90,10407,385658,Tucuman
2021-06-04,94,1878,44690,T del Fuego
2021-06-05,2,20571,1022944,CABA
2021-06-05,6,93609,4319924,Buenos Aires
2021-06-05,10,2501,104212,Catamarca
2021-06-05,14,31607,1008552,Cordoba
2021-06-05,18,10490,282661,Corrientes
2021-06-05,22,4564,298773,Chaco
2021-06-05,26,2186,139831,Chubut
2021-06-05,30,3898,328019,Entre Rios
2021-06-05,34,7589,140962,Formosa
2021-06-05,38,12482,196119,Jujuy
2021-06-05,42,2263,109654,La Pampa
2021-06-05,46,2010,102731,La Rioja
2021-06-05,50,10056,529937,Mendoza
2021-06-05,54,7110,295556,Misiones
2021-06-05,58,10649,201564,Neuquen
2021-06-05,62,2895,179088,Rio Negro
2021-06-05,66,26004,340965,Salta
2021-06-05,70,1294,181203,San Juan
2021-06-05,74,4166,146294,San Luis
2021-06-05,78,1367,85469,Santa Cruz
2021-06-05,82,26162,852059,Santa Fe
2021-06-05,86,484,233792,S del Estero
2021-06-05,90,21407,407065,Tucuman
2021-06-05,94,1851,46541,T del Fuego
2021-06-06,2,17603,1040547,CABA
2021-06-06,6,78955,4398879,Buenos Aires
2021-06-06,10,579,104791,Catamarca
2021-06-06,14,10646,1019198,Cordoba
2021-06-06,18,6189,288850,Corrientes
2021-06-06,22,2715,301488,Chaco
2021-06-06,26,1121,140952,Chubut
2021-06-06,30,783,328802,Entre Rios
2021-06-06,34,6148,147110,Formosa
2021-06-06,38,9818,205937,Jujuy
2021-06-06,42,918,110572,La Pampa
2021-06-06,46,739,103470,La Rioja
2021-06-06,50,6165,536102,Mendoza
2021-06-06,54,44,295600,Misiones
2021-06-06,58,2411,203975,Neuquen
2021-06-06,62,546,179634,Rio Negro
2021-06-06,66,32953,373918,Salta
2021-06-06,70,1053,182256,San Juan
2021-06-06,74,635,146929,San Luis
2021-06-06,78,744,86213,Santa Cruz
2021-06-06,82,6250,858309,Santa Fe
2021-06-06,86,40,233832,S del Estero
2021-06-06,90,17985,425050,Tucuman
2021-06-06,94,2,46543,T del Fuego
2021-06-07,2,28166,1068713,CABA
2021-06-07,6,110306,4509185,Buenos Aires
2021-06-07,10,3808,108599,Catamarca
2021-06-07,14,19088,1038286,Cordoba
2021-06-07,18,10013,298863,Corrientes
2021-06-07,22,9189,310677,Chaco
2021-06-07,26,3615,144567,Chubut
2021-06-07,30,11992,340794,Entre Rios
2021-06-07,34,1311,148421,Formosa
2021-06-07,38,13285,219222,Jujuy
2021-06-07,42,1943,112515,La Pampa
2021-06-07,46,2191,105661,La Rioja
2021-06-07,50,15722,551824,Mendoza
2021-06-07,54,3544,299144,Misiones
2021-06-07,58,3036,207011,Neuquen
2021-06-07,62,6298,185932,Rio Negro
2021-06-07,66,8498,382416,Salta
2021-06-07,70,5411,187667,San Juan
2021-06-07,74,4643,151572,San Luis
2021-06-07,78,2649,88862,Santa Cruz
2021-06-07,82,25782,884091,Santa Fe
2021-06-07,86,4023,237855,S del Estero
2021-06-07,90,10048,435098,Tucuman
2021-06-07,94,1567,48110,T del Fuego
2021-06-08,2,29261,1097974,CABA
2021-06-08,6,107793,4616978,Buenos Aires
2021-06-08,10,3316,111915,Catamarca
2021-06-08,14,21822,1060108,Cordoba
2021-06-08,18,6740,305603,Corrientes
2021-06-08,22,14634,325311,Chaco
2021-06-08,26,4180,148747,Chubut
2021-06-08,30,12630,353424,Entre Rios
2021-06-08,34,7603,156024,Formosa
2021-06-08,38,8778,228000,Jujuy
2021-06-08,42,1204,113719,La Pampa
2021-06-08,46,2284,107945,La Rioja
2021-06-08,50,15950,567774,Mendoza
2021-06-08,54,3827,302971,Misiones
2021-06-08,58,3336,210347,Neuquen
2021-06-08,62,6352,192284,Rio Negro
2021-06-08,66,7683,390099,Salta
2021-06-08,70,4952,192619,San Juan
2021-06-08,74,3208,154780,San Luis
2021-06-08,78,3030,91892,Santa Cruz
2021-06-08,82,31938,916029,Santa Fe
2021-06-08,86,9234,247089,S del Estero
2021-06-08,90,24735,459833,Tucuman
2021-06-08,94,895,49005,T del Fuego
2021-06-09,2,26237,1124211,CABA
2021-06-09,6,133463,4750441,Buenos Aires
2021-06-09,10,3047,114962,Catamarca
2021-06-09,14,18980,1079088,Cordoba
2021-06-09,18,7122,312725,Corrientes
2021-06-09,22,13480,338791,Chaco
