fecha_aplicacion,jurisdiccion_aplicacion_id,aplicadas,csumaplicadas,labeldistrito
2022-01-27,22,1259,973116,Chaco
2022-01-27,26,616,497082,Chubut
2022-01-27,30,1386,1227206,Entre Rios
2022-01-27,34,355,569123,Formosa
2022-01-27,38,730,673421,Jujuy
2022-01-27,42,292,331623,La Pampa
2022-01-27,46,111,360336,La Rioja
2022-01-27,50,1783,1703521,Mendoza
2022-01-27,54,1679,913668,Misiones
2022-01-27,58,481,629543,Neuquen
2022-01-27,62,561,674963,Rio Negro
2022-01-27,66,1514,1144823,Salta
2022-01-27,70,493,697061,San Juan
2022-01-27,74,383,453403,San Luis
2022-01-27,78,251,299393,Santa Cruz
2022-01-27,82,2479,3192230,Santa Fe
2022-01-27,86,659,960547,S del Estero
2022-01-27,90,567,1484631,Tucuman
2022-01-27,94,102,156544,T del Fuego
2022-01-28,2,1647,2891833,CABA
2022-01-28,6,17909,15610044,Buenos Aires
2022-01-28,10,54,400045,Catamarca
2022-01-28,14,2846,3345419,Cordoba
2022-01-28,18,986,1011229,Corrientes
2022-01-28,22,1299,974415,Chaco
2022-01-28,26,622,497704,Chubut
2022-01-28,30,1298,1228504,Entre Rios
2022-01-28,34,435,569558,Formosa
2022-01-28,38,977,674398,Jujuy
2022-01-28,42,276,331899,La Pampa
2022-01-28,46,134,360470,La Rioja
2022-01-28,50,1717,1705238,Mendoza
2022-01-28,54,1742,915410,Misiones
2022-01-28,58,480,630023,Neuquen
2022-01-28,62,519,675482,Rio Negro
2022-01-28,66,1573,1146396,Salta
2022-01-28,70,712,697773,San Juan
2022-01-28,74,349,453752,San Luis
2022-01-28,78,161,299554,Santa Cruz
2022-01-28,82,2280,3194510,Santa Fe
2022-01-28,86,670,961217,S del Estero
2022-01-28,90,807,1485438,Tucuman
2022-01-28,94,60,156604,T del Fuego
2022-01-29,2,931,2892764,CABA
2022-01-29,6,10716,15620760,Buenos Aires
2022-01-29,10,28,400073,Catamarca
2022-01-29,14,729,3346148,Cordoba
2022-01-29,18,88,1011317,Corrientes
2022-01-29,22,172,974587,Chaco
2022-01-29,26,280,497984,Chubut
2022-01-29,30,69,1228573,Entre Rios
2022-01-29,34,120,569678,Formosa
2022-01-29,38,219,674617,Jujuy
2022-01-29,42,106,332005,La Pampa
2022-01-29,46,11,360481,La Rioja
2022-01-29,50,516,1705754,Mendoza
2022-01-29,54,433,915843,Misiones
2022-01-29,58,111,630134,Neuquen
2022-01-29,62,54,675536,Rio Negro
2022-01-29,66,671,1147067,Salta
2022-01-29,70,85,697858,San Juan
2022-01-29,74,56,453808,San Luis
2022-01-29,78,17,299571,Santa Cruz
2022-01-29,82,330,3194840,Santa Fe
2022-01-29,86,86,961303,S del Estero
2022-01-29,90,327,1485765,Tucuman
2022-01-29,94,28,156632,T del Fuego
2022-01-30,2,1006,2893770,CABA
2022-01-30,6,6130,15626890,Buenos Aires
2022-01-30,14,135,3346283,Cordoba
2022-01-30,18,15,1011332,Corrientes
2022-01-30,22,94,974681,Chaco
2022-01-30,26,57,498041,Chubut
2022-01-30,30,15,1228588,Entre Rios
2022-01-30,34,56,569734,Formosa
2022-01-30,38,35,674652,Jujuy
2022-01-30,42,10,332015,La Pampa
2022-01-30,46,9,360490,La Rioja
2022-01-30,50,353,1706107,Mendoza
2022-01-30,54,65,915908,Misiones
2022-01-30,58,81,630215,Neuquen
2022-01-30,62,4,675540,Rio Negro
2022-01-30,66,273,1147340,Salta
2022-01-30,70,55,697913,San Juan
2022-01-30,78,27,299598,Santa Cruz
2022-01-30,82,56,3194896,Santa Fe
2022-01-30,86,46,961349,S del Estero
2022-01-30,94,1,156633,T del Fuego
2022-01-31,2,1569,2895339,CABA
2022-01-31,6,18960,15645850,Buenos Aires
2022-01-31,10,57,400130,Catamarca
2022-01-31,14,2823,3349106,Cordoba
2022-01-31,18,691,1012023,Corrientes
2022-01-31,22,1376,976057,Chaco
2022-01-31,26,554,498595,Chubut
2022-01-31,30,951,1229539,Entre Rios
2022-01-31,34,507,570241,Formosa
2022-01-31,38,785,675437,Jujuy
2022-01-31,42,233,332248,La Pampa
2022-01-31,46,134,360624,La Rioja
2022-01-31,50,1367,1707474,Mendoza
2022-01-31,54,1888,917796,Misiones
2022-01-31,58,438,630653,Neuquen
2022-01-31,62,575,676115,Rio Negro
2022-01-31,66,1235,1148575,Salta
2022-01-31,70,691,698604,San Juan
2022-01-31,74,317,454125,San Luis
2022-01-31,78,129,299727,Santa Cruz
2022-01-31,82,2073,3196969,Santa Fe
2022-01-31,86,544,961893,S del Estero
2022-01-31,90,833,1486598,Tucuman
2022-01-31,94,77,156710,T del Fuego
2022-02-01,2,1816,2897155,CABA
2022-02-01,6,16417,15662267,Buenos Aires
2022-02-01,10,80,400210,Catamarca
2022-02-01,14,2910,3352016,Cordoba
2022-02-01,18,742,1012765,Corrientes
2022-02-01,22,1558,977615,Chaco
2022-02-01,26,554,499149,Chubut
2022-02-01,30,1123,1230662,Entre Rios
2022-02-01,34,1132,571373,Formosa
2022-02-01,38,840,676277,Jujuy
2022-02-01,42,177,332425,La Pampa
2022-02-01,46,172,360796,La Rioja
2022-02-01,50,1530,1709004,Mendoza
2022-02-01,54,1834,919630,Misiones
2022-02-01,58,443,631096,Neuquen
2022-02-01,62,512,676627,Rio Negro
2022-02-01,66,1760,1150335,Salta
2022-02-01,70,678,699282,San Juan
2022-02-01,74,304,454429,San Luis
2022-02-01,78,229,299956,Santa Cruz
2022-02-01,82,2119,3199088,Santa Fe
2022-02-01,86,516,962409,S del Estero
2022-02-01,90,701,1487299,Tucuman
2022-02-01,94,47,156757,T del Fuego
2022-02-02,2,1498,2898653,CABA
2022-02-02,6,14139,15676406,Buenos Aires
2022-02-02,10,91,400301,Catamarca
2022-02-02,14,2721,3354737,Cordoba
2022-02-02,18,867,1013632,Corrientes
2022-02-02,22,1140,978755,Chaco
2022-02-02,26,493,499642,Chubut
2022-02-02,30,1026,1231688,Entre Rios
2022-02-02,34,448,571821,Formosa
2022-02-02,38,971,677248,Jujuy
2022-02-02,42,193,332618,La Pampa
2022-02-02,46,148,360944,La Rioja
2022-02-02,50,1318,1710322,Mendoza
2022-02-02,54,1574,921204,Misiones
2022-02-02,58,500,631596,Neuquen
2022-02-02,62,506,677133,Rio Negro
2022-02-02,66,1665,1152000,Salta
2022-02-02,70,502,699784,San Juan
2022-02-02,74,231,454660,San Luis
2022-02-02,78,196,300152,Santa Cruz
2022-02-02,82,1938,3201026,Santa Fe
2022-02-02,86,457,962866,S del Estero
2022-02-02,90,818,1488117,Tucuman
2022-02-02,94,44,156801,T del Fuego
2022-02-03,2,1279,2899932,CABA
2022-02-03,6,12361,15688767,Buenos Aires
2022-02-03,10,149,400450,Catamarca
2022-02-03,14,3021,3357758,Cordoba
2022-02-03,18,1022,1014654,Corrientes
2022-02-03,22,921,979676,Chaco
2022-02-03,26,534,500176,Chubut
2022-02-03,30,27,1231715,Entre Rios
2022-02-03,34,453,572274,Formosa
2022-02-03,38,785,678033,Jujuy
2022-02-03,42,135,332753,La Pampa
2022-02-03,46,138,361082,La Rioja
2022-02-03,50,1452,1711774,Mendoza
2022-02-03,54,1483,922687,Misiones
2022-02-03,58,392,631988,Neuquen
2022-02-03,62,456,677589,Rio Negro
2022-02-03,66,1714,1153714,Salta
2022-02-03,70,537,700321,San Juan
2022-02-03,74,245,454905,San Luis
2022-02-03,78,211,300363,Santa Cruz
2022-02-03,82,1623,3202649,Santa Fe
2022-02-03,86,349,963215,S del Estero
2022-02-03,90,775,1488892,Tucuman
2022-02-03,94,113,156914,T del Fuego
2022-02-04,2,2625,2902557,CABA
2022-02-04,6,15665,15704432,Buenos Aires
2022-02-04,10,60,400510,Catamarca
2022-02-04,14,2467,3360225,Cordoba
2022-02-04,18,648,1015302,Corrientes
2022-02-04,22,890,980566,Chaco
2022-02-04,26,485,500661,Chubut
2022-02-04,30,1472,1233187,Entre Rios
2022-02-04,34,288,572562,Formosa
2022-02-04,38,735,678768,Jujuy
2022-02-04,42,194,332947,La Pampa
2022-02-04,46,130,361212,La Rioja
2022-02-04,50,1334,1713108,Mendoza
2022-02-04,54,1266,923953,Misiones
2022-02-04,58,400,632388,Neuquen
2022-02-04,62,435,678024,Rio Negro
2022-02-04,66,1216,1154930,Salta
2022-02-04,70,505,700826,San Juan
2022-02-04,74,252,455157,San Luis
2022-02-04,78,152,300515,Santa Cruz
2022-02-04,82,1505,3204154,Santa Fe
2022-02-04,86,468,963683,S del Estero
2022-02-04,90,594,1489486,Tucuman
2022-02-04,94,48,156962,T del Fuego
2022-02-05,2,1683,2904240,CABA
2022-02-05,6,6605,15711037,Buenos Aires
2022-02-05,10,11,400521,Catamarca
2022-02-05,14,552,3360777,Cordoba
2022-02-05,18,239,1015541,Corrientes
2022-02-05,22,76,980642,Chaco
2022-02-05,26,118,500779,Chubut
2022-02-05,30,52,1233239,Entre Rios
2022-02-05,34,131,572693,Formosa
2022-02-05,38,142,678910,Jujuy
2022-02-05,42,22,332969,La Pampa
2022-02-05,46,22,361234,La Rioja
2022-02-05,50,418,1713526,Mendoza
2022-02-05,54,205,924158,Misiones
2022-02-05,58,89,632477,Neuquen
2022-02-05,62,31,678055,Rio Negro
2022-02-05,66,493,1155423,Salta
2022-02-05,70,78,700904,San Juan
2022-02-05,74,47,455204,San Luis
2022-02-05,78,27,300542,Santa Cruz
2022-02-05,82,222,3204376,Santa Fe
2022-02-05,86,60,963743,S del Estero
2022-02-05,90,5,1489491,Tucuman
2022-02-05,94,22,156984,T del Fuego
2022-02-06,2,1432,2905672,CABA
2022-02-06,6,4804,15715841,Buenos Aires
2022-02-06,14,112,3360889,Cordoba
2022-02-06,18,1,1015542,Corrientes
2022-02-06,22,62,980704,Chaco
2022-02-06,26,39,500818,Chubut
2022-02-06,30,20,1233259,Entre Rios
2022-02-06,34,35,572728,Formosa
2022-02-06,38,16,678926,Jujuy
2022-02-06,42,14,332983,La Pampa
2022-02-06,46,14,361248,La Rioja
2022-02-06,50,345,1713871,Mendoza
2022-02-06,54,75,924233,Misiones
2022-02-06,58,57,632534,Neuquen
2022-02-06,62,15,678070,Rio Negro
2022-02-06,66,220,1155643,Salta
2022-02-06,70,14,700918,San Juan
2022-02-06,82,39,3204415,Santa Fe
2022-02-06,86,4,963747,S del Estero
2022-02-06,90,1,1489492,Tucuman
2022-02-07,2,1448,2907120,CABA
2022-02-07,6,15422,15731263,Buenos Aires
2022-02-07,10,51,400572,Catamarca
2022-02-07,14,2714,3363603,Cordoba
2022-02-07,18,677,1016219,Corrientes
2022-02-07,22,1275,981979,Chaco
2022-02-07,26,391,501209,Chubut
2022-02-07,30,829,1234088,Entre Rios
2022-02-07,34,437,573165,Formosa
2022-02-07,38,803,679729,Jujuy
2022-02-07,42,201,333184,La Pampa
2022-02-07,46,120,361368,La Rioja
2022-02-07,50,1298,1715169,Mendoza
2022-02-07,54,1464,925697,Misiones
2022-02-07,58,334,632868,Neuquen
2022-02-07,62,325,678395,Rio Negro
2022-02-07,66,1243,1156886,Salta
2022-02-07,70,556,701474,San Juan
2022-02-07,74,223,455427,San Luis
2022-02-07,78,136,300678,Santa Cruz
2022-02-07,82,1657,3206072,Santa Fe
2022-02-07,86,508,964255,S del Estero
2022-02-07,90,727,1490219,Tucuman
2022-02-07,94,69,157053,T del Fuego
2022-02-08,2,2071,2909191,CABA
2022-02-08,6,13813,15745076,Buenos Aires
2022-02-08,10,75,400647,Catamarca
2022-02-08,14,2727,3366330,Cordoba
2022-02-08,18,631,1016850,Corrientes
2022-02-08,22,1143,983122,Chaco
2022-02-08,26,398,501607,Chubut
2022-02-08,30,1165,1235253,Entre Rios
2022-02-08,34,441,573606,Formosa
2022-02-08,38,888,680617,Jujuy
2022-02-08,42,128,333312,La Pampa
2022-02-08,46,159,361527,La Rioja
2022-02-08,50,1359,1716528,Mendoza
2022-02-08,54,1466,927163,Misiones
2022-02-08,58,356,633224,Neuquen
2022-02-08,62,387,678782,Rio Negro
2022-02-08,66,1272,1158158,Salta
2022-02-08,70,623,702097,San Juan
2022-02-08,74,271,455698,San Luis
2022-02-08,78,192,300870,Santa Cruz
2022-02-08,82,1827,3207899,Santa Fe
2022-02-08,86,471,964726,S del Estero
2022-02-08,90,813,1491032,Tucuman
2022-02-08,94,24,157077,T del Fuego
2022-02-09,2,2190,2911381,CABA
2022-02-09,6,13360,15758436,Buenos Aires
2022-02-09,10,83,400730,Catamarca
2022-02-09,14,2432,3368762,Cordoba
2022-02-09,18,1320,1018170,Corrientes
2022-02-09,22,1138,984260,Chaco
2022-02-09,26,442,502049,Chubut
2022-02-09,30,845,1236098,Entre Rios
2022-02-09,34,482,574088,Formosa
2022-02-09,38,879,681496,Jujuy
2022-02-09,42,175,333487,La Pampa
2022-02-09,46,107,361634,La Rioja
2022-02-09,50,1293,1717821,Mendoza
2022-02-09,54,1514,928677,Misiones
2022-02-09,58,312,633536,Neuquen
2022-02-09,62,369,679151,Rio Negro
2022-02-09,66,1395,1159553,Salta
2022-02-09,70,537,702634,San Juan
2022-02-09,74,253,455951,San Luis
2022-02-09,78,272,301142,Santa Cruz
2022-02-09,82,1652,3209551,Santa Fe
2022-02-09,86,564,965290,S del Estero
2022-02-09,90,783,1491815,Tucuman
2022-02-09,94,32,157109,T del Fuego
2022-02-10,2,2082,2913463,CABA
2022-02-10,6,12290,15770726,Buenos Aires
2022-02-10,10,74,400804,Catamarca
2022-02-10,14,2350,3371112,Cordoba
2022-02-10,18,556,1018726,Corrientes
2022-02-10,22,1067,985327,Chaco
2022-02-10,26,448,502497,Chubut
2022-02-10,30,733,1236831,Entre Rios
2022-02-10,34,448,574536,Formosa
2022-02-10,38,678,682174,Jujuy
2022-02-10,42,129,333616,La Pampa
2022-02-10,46,120,361754,La Rioja
2022-02-10,50,1219,1719040,Mendoza
2022-02-10,54,1358,930035,Misiones
2022-02-10,58,276,633812,Neuquen
2022-02-10,62,324,679475,Rio Negro
2022-02-10,66,1324,1160877,Salta
2022-02-10,70,450,703084,San Juan
2022-02-10,74,231,456182,San Luis
2022-02-10,78,316,301458,Santa Cruz
2022-02-10,82,1631,3211182,Santa Fe
2022-02-10,86,437,965727,S del Estero
2022-02-10,90,760,1492575,Tucuman
2022-02-10,94,66,157175,T del Fuego
2022-02-11,2,1573,2915036,CABA
2022-02-11,6,10223,15780949,Buenos Aires
2022-02-11,10,51,400855,Catamarca
2022-02-11,14,1507,3372619,Cordoba
2022-02-11,18,465,1019191,Corrientes
2022-02-11,22,780,986107,Chaco
2022-02-11,26,472,502969,Chubut
2022-02-11,30,699,1237530,Entre Rios
2022-02-11,34,316,574852,Formosa
2022-02-11,38,700,682874,Jujuy
2022-02-11,42,107,333723,La Pampa
2022-02-11,46,85,361839,La Rioja
2022-02-11,50,1119,1720159,Mendoza
2022-02-11,54,1403,931438,Misiones
2022-02-11,58,265,634077,Neuquen
2022-02-11,62,328,679803,Rio Negro
2022-02-11,66,1191,1162068,Salta
2022-02-11,70,424,703508,San Juan
2022-02-11,74,167,456349,San Luis
2022-02-11,78,285,301743,Santa Cruz
2022-02-11,82,1202,3212384,Santa Fe
2022-02-11,86,335,966062,S del Estero
2022-02-11,90,744,1493319,Tucuman
2022-02-11,94,34,157209,T del Fuego
2022-02-12,2,1193,2916229,CABA
2022-02-12,6,6242,15787191,Buenos Aires
2022-02-12,10,22,400877,Catamarca
2022-02-12,14,446,3373065,Cordoba
2022-02-12,18,97,1019288,Corrientes
2022-02-12,22,65,986172,Chaco
2022-02-12,26,63,503032,Chubut
2022-02-12,30,5,1237535,Entre Rios
2022-02-12,34,84,574936,Formosa
2022-02-12,38,148,683022,Jujuy
2022-02-12,42,47,333770,La Pampa
2022-02-12,46,12,361851,La Rioja
2022-02-12,50,388,1720547,Mendoza
2022-02-12,54,301,931739,Misiones
2022-02-12,58,56,634133,Neuquen
2022-02-12,62,54,679857,Rio Negro
2022-02-12,66,371,1162439,Salta
2022-02-12,70,80,703588,San Juan
2022-02-12,74,102,456451,San Luis
2022-02-12,78,35,301778,Santa Cruz
2022-02-12,82,207,3212591,Santa Fe
2022-02-12,86,57,966119,S del Estero
2022-02-12,90,252,1493571,Tucuman
2022-02-12,94,8,157217,T del Fuego
2022-02-13,2,1239,2917468,CABA
2022-02-13,6,3653,15790844,Buenos Aires
2022-02-13,14,83,3373148,Cordoba
2022-02-13,18,1,1019289,Corrientes
2022-02-13,22,49,986221,Chaco
2022-02-13,26,18,503050,Chubut
2022-02-13,30,30,1237565,Entre Rios
2022-02-13,34,35,574971,Formosa
2022-02-13,38,1,683023,Jujuy
2022-02-13,42,9,333779,La Pampa
2022-02-13,46,6,361857,La Rioja
2022-02-13,50,252,1720799,Mendoza
2022-02-13,54,48,931787,Misiones
2022-02-13,58,34,634167,Neuquen
2022-02-13,62,7,679864,Rio Negro
2022-02-13,66,188,1162627,Salta
2022-02-13,70,40,703628,San Juan
2022-02-13,78,10,301788,Santa Cruz
2022-02-13,82,19,3212610,Santa Fe
2022-02-13,86,4,966123,S del Estero
2022-02-14,2,987,2918455,CABA
2022-02-14,6,12039,15802883,Buenos Aires
2022-02-14,10,48,400925,Catamarca
2022-02-14,14,1842,3374990,Cordoba
2022-02-14,18,399,1019688,Corrientes
2022-02-14,22,1004,987225,Chaco
2022-02-14,26,326,503376,Chubut
2022-02-14,30,654,1238219,Entre Rios
2022-02-14,34,425,575396,Formosa
2022-02-14,38,502,683525,Jujuy
2022-02-14,42,124,333903,La Pampa
2022-02-14,46,68,361925,La Rioja
2022-02-14,50,1123,1721922,Mendoza
2022-02-14,54,1287,933074,Misiones
2022-02-14,58,185,634352,Neuquen
2022-02-14,62,334,680198,Rio Negro
2022-02-14,66,924,1163551,Salta
2022-02-14,70,403,704031,San Juan
2022-02-14,74,348,456799,San Luis
2022-02-14,78,200,301988,Santa Cruz
2022-02-14,82,1208,3213818,Santa Fe
2022-02-14,86,464,966587,S del Estero
2022-02-14,90,742,1494313,Tucuman
2022-02-14,94,59,157276,T del Fuego
2022-02-15,2,1132,2919587,CABA
2022-02-15,6,11276,15814159,Buenos Aires
2022-02-15,10,39,400964,Catamarca
2022-02-15,14,2055,3377045,Cordoba
2022-02-15,18,655,1020343,Corrientes
2022-02-15,22,958,988183,Chaco
2022-02-15,26,344,503720,Chubut
2022-02-15,30,612,1238831,Entre Rios
2022-02-15,34,440,575836,Formosa
2022-02-15,38,567,684092,Jujuy
2022-02-15,42,124,334027,La Pampa
2022-02-15,46,72,361997,La Rioja
2022-02-15,50,1110,1723032,Mendoza
2022-02-15,54,1208,934282,Misiones
2022-02-15,58,167,634519,Neuquen
2022-02-15,62,337,680535,Rio Negro
2022-02-15,66,1097,1164648,Salta
2022-02-15,70,405,704436,San Juan
2022-02-15,74,242,457041,San Luis
2022-02-15,78,302,302290,Santa Cruz
2022-02-15,82,1419,3215237,Santa Fe
2022-02-15,86,518,967105,S del Estero
2022-02-15,90,800,1495113,Tucuman
2022-02-15,94,37,157313,T del Fuego
2022-02-16,2,1317,2920904,CABA
2022-02-16,6,10892,15825051,Buenos Aires
2022-02-16,10,85,401049,Catamarca
2022-02-16,14,1905,3378950,Cordoba
2022-02-16,18,742,1021085,Corrientes
2022-02-16,22,1022,989205,Chaco
2022-02-16,26,406,504126,Chubut
2022-02-16,30,507,1239338,Entre Rios
2022-02-16,34,619,576455,Formosa
2022-02-16,38,521,684613,Jujuy
2022-02-16,42,101,334128,La Pampa
2022-02-16,46,20,362017,La Rioja
2022-02-16,50,1131,1724163,Mendoza
2022-02-16,54,1224,935506,Misiones
2022-02-16,58,142,634661,Neuquen
2022-02-16,62,401,680936,Rio Negro
2022-02-16,66,1016,1165664,Salta
2022-02-16,70,464,704900,San Juan
2022-02-16,74,203,457244,San Luis
2022-02-16,78,219,302509,Santa Cruz
2022-02-16,82,1235,3216472,Santa Fe
2022-02-16,86,502,967607,S del Estero
2022-02-16,90,762,1495875,Tucuman
2022-02-16,94,18,157331,T del Fuego
2022-02-17,2,1577,2922481,CABA
2022-02-17,6,11221,15836272,Buenos Aires
2022-02-17,10,107,401156,Catamarca
2022-02-17,14,2540,3381490,Cordoba
2022-02-17,18,693,1021778,Corrientes
2022-02-17,22,683,989888,Chaco
2022-02-17,26,348,504474,Chubut
2022-02-17,30,530,1239868,Entre Rios
2022-02-17,34,325,576780,Formosa
2022-02-17,38,497,685110,Jujuy
2022-02-17,42,109,334237,La Pampa
2022-02-17,46,71,362088,La Rioja
2022-02-17,50,1282,1725445,Mendoza
2022-02-17,54,1336,936842,Misiones
2022-02-17,58,181,634842,Neuquen
2022-02-17,62,339,681275,Rio Negro
2022-02-17,66,766,1166430,Salta
2022-02-17,70,394,705294,San Juan
2022-02-17,74,305,457549,San Luis
2022-02-17,78,266,302775,Santa Cruz
2022-02-17,82,1316,3217788,Santa Fe
2022-02-17,86,358,967965,S del Estero
2022-02-17,90,505,1496380,Tucuman
2022-02-17,94,45,157376,T del Fuego
2022-02-18,2,1287,2923768,CABA
2022-02-18,6,10545,15846817,Buenos Aires
2022-02-18,10,41,401197,Catamarca
2022-02-18,14,2067,3383557,Cordoba
2022-02-18,18,586,1022364,Corrientes
2022-02-18,22,704,990592,Chaco
2022-02-18,26,375,504849,Chubut
2022-02-18,30,758,1240626,Entre Rios
2022-02-18,34,425,577205,Formosa
2022-02-18,38,507,685617,Jujuy
2022-02-18,42,121,334358,La Pampa
2022-02-18,46,57,362145,La Rioja
2022-02-18,50,1301,1726746,Mendoza
2022-02-18,54,1206,938048,Misiones
2022-02-18,58,212,635054,Neuquen
2022-02-18,62,312,681587,Rio Negro
2022-02-18,66,852,1167282,Salta
2022-02-18,70,430,705724,San Juan
2022-02-18,74,162,457711,San Luis
2022-02-18,78,236,303011,Santa Cruz
2022-02-18,82,1116,3218904,Santa Fe
2022-02-18,86,404,968369,S del Estero
2022-02-18,90,667,1497047,Tucuman
2022-02-18,94,38,157414,T del Fuego
2022-02-19,2,672,2924440,CABA
2022-02-19,6,4488,15851305,Buenos Aires
2022-02-19,10,7,401204,Catamarca
2022-02-19,14,279,3383836,Cordoba
2022-02-19,18,182,1022546,Corrientes
2022-02-19,22,59,990651,Chaco
2022-02-19,26,28,504877,Chubut
2022-02-19,30,10,1240636,Entre Rios
2022-02-19,34,90,577295,Formosa
2022-02-19,38,106,685723,Jujuy
2022-02-19,42,30,334388,La Pampa
2022-02-19,46,15,362160,La Rioja
2022-02-19,50,386,1727132,Mendoza
2022-02-19,54,210,938258,Misiones
2022-02-19,58,68,635122,Neuquen
2022-02-19,62,34,681621,Rio Negro
2022-02-19,66,240,1167522,Salta
2022-02-19,70,143,705867,San Juan
2022-02-19,74,45,457756,San Luis
2022-02-19,78,50,303061,Santa Cruz
2022-02-19,82,203,3219107,Santa Fe
2022-02-19,86,43,968412,S del Estero
2022-02-19,94,25,157439,T del Fuego
2022-02-20,2,451,2924891,CABA
2022-02-20,6,2056,15853361,Buenos Aires
2022-02-20,10,8,401212,Catamarca
2022-02-20,14,89,3383925,Cordoba
2022-02-20,18,1,1022547,Corrientes
2022-02-20,22,58,990709,Chaco
2022-02-20,26,40,504917,Chubut
2022-02-20,30,5,1240641,Entre Rios
2022-02-20,34,7,577302,Formosa
2022-02-20,38,10,685733,Jujuy
2022-02-20,42,9,334397,La Pampa
2022-02-20,46,3,362163,La Rioja
2022-02-20,50,163,1727295,Mendoza
2022-02-20,54,13,938271,Misiones
2022-02-20,58,23,635145,Neuquen
2022-02-20,62,2,681623,Rio Negro
2022-02-20,66,116,1167638,Salta
2022-02-20,70,48,705915,San Juan
2022-02-20,78,12,303073,Santa Cruz
2022-02-20,82,105,3219212,Santa Fe
2022-02-20,90,5,1497052,Tucuman
2022-02-21,2,876,2925767,CABA
2022-02-21,6,11466,15864827,Buenos Aires
2022-02-21,10,50,401262,Catamarca
2022-02-21,14,2143,3386068,Cordoba
2022-02-21,18,362,1022909,Corrientes
2022-02-21,22,1003,991712,Chaco
2022-02-21,26,320,505237,Chubut
2022-02-21,30,485,1241126,Entre Rios
2022-02-21,34,502,577804,Formosa
2022-02-21,38,610,686343,Jujuy
2022-02-21,42,115,334512,La Pampa
2022-02-21,46,48,362211,La Rioja
2022-02-21,50,519,1727814,Mendoza
2022-02-21,54,1003,939274,Misiones
2022-02-21,58,153,635298,Neuquen
2022-02-21,62,235,681858,Rio Negro
2022-02-21,66,798,1168436,Salta
2022-02-21,70,420,706335,San Juan
2022-02-21,74,190,457946,San Luis
2022-02-21,78,125,303198,Santa Cruz
2022-02-21,82,1201,3220413,Santa Fe
2022-02-21,86,425,968837,S del Estero
2022-02-21,90,679,1497731,Tucuman
2022-02-21,94,25,157464,T del Fuego
2022-02-22,2,857,2926624,CABA
2022-02-22,6,10878,15875705,Buenos Aires
2022-02-22,10,60,401322,Catamarca
2022-02-22,14,2360,3388428,Cordoba
2022-02-22,18,327,1023236,Corrientes
2022-02-22,22,1486,993198,Chaco
2022-02-22,26,440,505677,Chubut
2022-02-22,30,555,1241681,Entre Rios
2022-02-22,34,654,578458,Formosa
2022-02-22,38,518,686861,Jujuy
2022-02-22,42,119,334631,La Pampa
2022-02-22,46,189,362400,La Rioja
2022-02-22,50,537,1728351,Mendoza
2022-02-22,54,1209,940483,Misiones
2022-02-22,58,200,635498,Neuquen
2022-02-22,62,300,682158,Rio Negro
2022-02-22,66,889,1169325,Salta
2022-02-22,70,407,706742,San Juan
2022-02-22,74,242,458188,San Luis
2022-02-22,78,290,303488,Santa Cruz
2022-02-22,82,1368,3221781,Santa Fe
2022-02-22,86,487,969324,S del Estero
2022-02-22,90,459,1498190,Tucuman
2022-02-22,94,29,157493,T del Fuego
2022-02-23,2,528,2927152,CABA
2022-02-23,6,10802,15886507,Buenos Aires
2022-02-23,10,66,401388,Catamarca
2022-02-23,14,2066,3390494,Cordoba
2022-02-23,18,220,1023456,Corrientes
2022-02-23,22,1406,994604,Chaco
2022-02-23,26,310,505987,Chubut
2022-02-23,30,676,1242357,Entre Rios
2022-02-23,34,611,579069,Formosa
2022-02-23,38,604,687465,Jujuy
2022-02-23,42,90,334721,La Pampa
2022-02-23,46,60,362460,La Rioja
2022-02-23,50,517,1728868,Mendoza
2022-02-23,54,1317,941800,Misiones
2022-02-23,58,116,635614,Neuquen
2022-02-23,62,187,682345,Rio Negro
2022-02-23,66,1300,1170625,Salta
2022-02-23,70,391,707133,San Juan
2022-02-23,74,246,458434,San Luis
2022-02-23,78,163,303651,Santa Cruz
2022-02-23,82,1118,3222899,Santa Fe
2022-02-23,86,528,969852,S del Estero
2022-02-23,90,540,1498730,Tucuman
2022-02-23,94,34,157527,T del Fuego
2022-02-24,2,534,2927686,CABA
2022-02-24,6,6507,15893014,Buenos Aires
2022-02-24,10,55,401443,Catamarca
2022-02-24,14,1961,3392455,Cordoba
2022-02-24,18,358,1023814,Corrientes
2022-02-24,22,1337,995941,Chaco
2022-02-24,26,357,506344,Chubut
2022-02-24,30,334,1242691,Entre Rios
2022-02-24,34,367,579436,Formosa
2022-02-24,38,433,687898,Jujuy
2022-02-24,42,101,334822,La Pampa
2022-02-24,46,137,362597,La Rioja
2022-02-24,50,471,1729339,Mendoza
2022-02-24,54,1255,943055,Misiones
2022-02-24,58,155,635769,Neuquen
2022-02-24,62,199,682544,Rio Negro
2022-02-24,66,1316,1171941,Salta
2022-02-24,70,422,707555,San Juan
2022-02-24,74,323,458757,San Luis
2022-02-24,78,312,303963,Santa Cruz
2022-02-24,82,949,3223848,Santa Fe
2022-02-24,86,504,970356,S del Estero
2022-02-24,90,516,1499246,Tucuman
2022-02-24,94,40,157567,T del Fuego
2022-02-25,2,756,2928442,CABA
2022-02-25,6,10547,15903561,Buenos Aires
2022-02-25,10,63,401506,Catamarca
