fecha,vacunadostot100,iddistrito,distrito
2021-11-02,82,3,Catamarca
2021-11-02,69,6,Chaco
2021-11-02,68,7,Chubut
2021-11-02,80,4,Córdoba
2021-11-02,80,5,Corrientes
2021-11-02,75,8,Entre Ríos
2021-11-02,82,9,Formosa
2021-11-02,75,10,Jujuy
2021-11-02,85,11,La Pampa
2021-11-02,84,12,La Rioja
2021-11-02,72,13,Mendoza
2021-11-02,63,14,Misiones
2021-11-02,85,15,Neuquén
2021-11-02,81,16,Río Negro
2021-11-02,87,22,S del Estero
2021-11-02,70,17,Salta
2021-11-02,76,18,San Juan
2021-11-02,82,19,San Luis
2021-11-02,70,20,Santa Cruz
2021-11-02,80,21,Santa Fe
2021-11-02,80,23,T del Fuego
2021-11-02,74,24,Tucumán
2021-11-03,77,2,Buenos Aires
2021-11-03,87,1,CABA
2021-11-03,83,3,Catamarca
2021-11-03,69,6,Chaco
2021-11-03,68,7,Chubut
2021-11-03,81,4,Córdoba
2021-11-03,80,5,Corrientes
2021-11-03,76,8,Entre Ríos
2021-11-03,82,9,Formosa
2021-11-03,76,10,Jujuy
2021-11-03,85,11,La Pampa
2021-11-03,84,12,La Rioja
2021-11-03,72,13,Mendoza
2021-11-03,63,14,Misiones
2021-11-03,85,15,Neuquén
2021-11-03,81,16,Río Negro
2021-11-03,87,22,S del Estero
2021-11-03,70,17,Salta
2021-11-03,76,18,San Juan
2021-11-03,82,19,San Luis
2021-11-03,71,20,Santa Cruz
2021-11-03,81,21,Santa Fe
2021-11-03,81,23,T del Fuego
2021-11-03,75,24,Tucumán
2021-11-04,77,2,Buenos Aires
2021-11-04,87,1,CABA
2021-11-04,83,3,Catamarca
2021-11-04,69,6,Chaco
2021-11-04,69,7,Chubut
2021-11-04,81,4,Córdoba
2021-11-04,80,5,Corrientes
2021-11-04,77,8,Entre Ríos
2021-11-04,82,9,Formosa
2021-11-04,76,10,Jujuy
2021-11-04,85,11,La Pampa
2021-11-04,84,12,La Rioja
2021-11-04,73,13,Mendoza
2021-11-04,63,14,Misiones
2021-11-04,85,15,Neuquén
2021-11-04,81,16,Río Negro
2021-11-04,88,22,S del Estero
2021-11-04,70,17,Salta
2021-11-04,77,18,San Juan
2021-11-04,83,19,San Luis
2021-11-04,71,20,Santa Cruz
2021-11-04,81,21,Santa Fe
2021-11-04,82,23,T del Fuego
2021-11-04,75,24,Tucumán
2021-11-05,78,2,Buenos Aires
2021-11-05,87,1,CABA
2021-11-05,83,3,Catamarca
2021-11-05,69,6,Chaco
2021-11-05,69,7,Chubut
2021-11-05,81,4,Córdoba
2021-11-05,81,5,Corrientes
2021-11-05,77,8,Entre Ríos
2021-11-05,82,9,Formosa
2021-11-05,76,10,Jujuy
2021-11-05,85,11,La Pampa
2021-11-05,84,12,La Rioja
2021-11-05,73,13,Mendoza
2021-11-05,63,14,Misiones
2021-11-05,85,15,Neuquén
2021-11-05,82,16,Río Negro
2021-11-05,88,22,S del Estero
2021-11-05,71,17,Salta
2021-11-05,78,18,San Juan
2021-11-05,83,19,San Luis
2021-11-05,71,20,Santa Cruz
2021-11-05,82,21,Santa Fe
2021-11-05,82,23,T del Fuego
2021-11-05,76,24,Tucumán
2021-11-06,78,2,Buenos Aires
2021-11-06,87,1,CABA
2021-11-06,84,3,Catamarca
2021-11-06,69,6,Chaco
2021-11-06,69,7,Chubut
2021-11-06,81,4,Córdoba
2021-11-06,81,5,Corrientes
2021-11-06,77,8,Entre Ríos
2021-11-06,83,9,Formosa
2021-11-06,77,10,Jujuy
2021-11-06,85,11,La Pampa
2021-11-06,84,12,La Rioja
2021-11-06,73,13,Mendoza
2021-11-06,63,14,Misiones
2021-11-06,86,15,Neuquén
2021-11-06,82,16,Río Negro
2021-11-06,88,22,S del Estero
2021-11-06,71,17,Salta
2021-11-06,78,18,San Juan
2021-11-06,83,19,San Luis
2021-11-06,72,20,Santa Cruz
2021-11-06,82,21,Santa Fe
2021-11-06,82,23,T del Fuego
2021-11-06,76,24,Tucumán
2021-11-07,78,2,Buenos Aires
2021-11-07,87,1,CABA
2021-11-07,84,3,Catamarca
2021-11-07,69,6,Chaco
2021-11-07,69,7,Chubut
2021-11-07,81,4,Córdoba
2021-11-07,81,5,Corrientes
2021-11-07,77,8,Entre Ríos
2021-11-07,83,9,Formosa
2021-11-07,77,10,Jujuy
2021-11-07,85,11,La Pampa
2021-11-07,84,12,La Rioja
2021-11-07,74,13,Mendoza
2021-11-07,63,14,Misiones
2021-11-07,86,15,Neuquén
2021-11-07,82,16,Río Negro
2021-11-07,88,22,S del Estero
2021-11-07,71,17,Salta
2021-11-07,78,18,San Juan
2021-11-07,83,19,San Luis
2021-11-07,72,20,Santa Cruz
2021-11-07,82,21,Santa Fe
2021-11-07,82,23,T del Fuego
2021-11-07,76,24,Tucumán
2021-11-08,78,2,Buenos Aires
2021-11-08,88,1,CABA
2021-11-08,84,3,Catamarca
2021-11-08,70,6,Chaco
2021-11-08,69,7,Chubut
2021-11-08,81,4,Córdoba
2021-11-08,81,5,Corrientes
2021-11-08,78,8,Entre Ríos
2021-11-08,83,9,Formosa
2021-11-08,77,10,Jujuy
2021-11-08,85,11,La Pampa
2021-11-08,85,12,La Rioja
2021-11-08,74,13,Mendoza
2021-11-08,64,14,Misiones
2021-11-08,86,15,Neuquén
2021-11-08,82,16,Río Negro
2021-11-08,89,22,S del Estero
2021-11-08,71,17,Salta
2021-11-08,78,18,San Juan
2021-11-08,83,19,San Luis
2021-11-08,73,20,Santa Cruz
2021-11-08,82,21,Santa Fe
2021-11-08,82,23,T del Fuego
2021-11-08,76,24,Tucumán
2021-11-09,79,2,Buenos Aires
2021-11-09,88,1,CABA
2021-11-09,85,3,Catamarca
2021-11-09,70,6,Chaco
2021-11-09,70,7,Chubut
2021-11-09,82,4,Córdoba
2021-11-09,81,5,Corrientes
2021-11-09,78,8,Entre Ríos
2021-11-09,84,9,Formosa
2021-11-09,77,10,Jujuy
2021-11-09,86,11,La Pampa
2021-11-09,85,12,La Rioja
2021-11-09,74,13,Mendoza
2021-11-09,64,14,Misiones
2021-11-09,86,15,Neuquén
2021-11-09,82,16,Río Negro
2021-11-09,89,22,S del Estero
2021-11-09,71,17,Salta
2021-11-09,79,18,San Juan
2021-11-09,83,19,San Luis
2021-11-09,73,20,Santa Cruz
2021-11-09,82,21,Santa Fe
2021-11-09,83,23,T del Fuego
2021-11-09,76,24,Tucumán
2021-11-10,79,2,Buenos Aires
2021-11-10,88,1,CABA
2021-11-10,86,3,Catamarca
2021-11-10,70,6,Chaco
2021-11-10,70,7,Chubut
2021-11-10,82,4,Córdoba
2021-11-10,82,5,Corrientes
2021-11-10,79,8,Entre Ríos
2021-11-10,84,9,Formosa
2021-11-10,77,10,Jujuy
2021-11-10,86,11,La Pampa
2021-11-10,85,12,La Rioja
2021-11-10,74,13,Mendoza
2021-11-10,64,14,Misiones
2021-11-10,86,15,Neuquén
2021-11-10,82,16,Río Negro
2021-11-10,89,22,S del Estero
2021-11-10,71,17,Salta
2021-11-10,79,18,San Juan
2021-11-10,83,19,San Luis
2021-11-10,73,20,Santa Cruz
2021-11-10,83,21,Santa Fe
2021-11-10,83,23,T del Fuego
2021-11-10,76,24,Tucumán
2021-11-11,79,2,Buenos Aires
2021-11-11,88,1,CABA
2021-11-11,88,3,Catamarca
2021-11-11,70,6,Chaco
2021-11-11,70,7,Chubut
2021-11-11,82,4,Córdoba
2021-11-11,82,5,Corrientes
2021-11-11,79,8,Entre Ríos
2021-11-11,84,9,Formosa
2021-11-11,77,10,Jujuy
2021-11-11,86,11,La Pampa
2021-11-11,85,12,La Rioja
2021-11-11,75,13,Mendoza
2021-11-11,64,14,Misiones
2021-11-11,86,15,Neuquén
2021-11-11,83,16,Río Negro
2021-11-11,90,22,S del Estero
2021-11-11,72,17,Salta
2021-11-11,79,18,San Juan
2021-11-11,83,19,San Luis
2021-11-11,73,20,Santa Cruz
2021-11-11,83,21,Santa Fe
2021-11-11,83,23,T del Fuego
2021-11-11,77,24,Tucumán
2021-11-12,79,2,Buenos Aires
2021-11-12,88,1,CABA
2021-11-12,89,3,Catamarca
2021-11-12,70,6,Chaco
2021-11-12,71,7,Chubut
2021-11-12,82,4,Córdoba
2021-11-12,82,5,Corrientes
2021-11-12,79,8,Entre Ríos
2021-11-12,84,9,Formosa
2021-11-12,78,10,Jujuy
2021-11-12,86,11,La Pampa
2021-11-12,85,12,La Rioja
2021-11-12,75,13,Mendoza
2021-11-12,64,14,Misiones
2021-11-12,87,15,Neuquén
2021-11-12,83,16,Río Negro
2021-11-12,90,22,S del Estero
2021-11-12,72,17,Salta
2021-11-12,80,18,San Juan
2021-11-12,84,19,San Luis
2021-11-12,73,20,Santa Cruz
2021-11-12,83,21,Santa Fe
2021-11-12,84,23,T del Fuego
2021-11-12,77,24,Tucumán
2021-11-13,79,2,Buenos Aires
2021-11-13,88,1,CABA
2021-11-13,89,3,Catamarca
2021-11-13,70,6,Chaco
2021-11-13,71,7,Chubut
2021-11-13,82,4,Córdoba
2021-11-13,82,5,Corrientes
2021-11-13,80,8,Entre Ríos
2021-11-13,84,9,Formosa
2021-11-13,78,10,Jujuy
2021-11-13,86,11,La Pampa
2021-11-13,85,12,La Rioja
2021-11-13,75,13,Mendoza
2021-11-13,64,14,Misiones
2021-11-13,87,15,Neuquén
2021-11-13,83,16,Río Negro
2021-11-13,90,22,S del Estero
2021-11-13,72,17,Salta
2021-11-13,80,18,San Juan
2021-11-13,84,19,San Luis
2021-11-13,74,20,Santa Cruz
2021-11-13,83,21,Santa Fe
2021-11-13,84,23,T del Fuego
2021-11-13,77,24,Tucumán
2021-11-14,79,2,Buenos Aires
2021-11-14,88,1,CABA
2021-11-14,89,3,Catamarca
2021-11-14,70,6,Chaco
2021-11-14,71,7,Chubut
2021-11-14,82,4,Córdoba
2021-11-14,82,5,Corrientes
2021-11-14,80,8,Entre Ríos
2021-11-14,84,9,Formosa
2021-11-14,78,10,Jujuy
2021-11-14,86,11,La Pampa
2021-11-14,85,12,La Rioja
2021-11-14,75,13,Mendoza
2021-11-14,64,14,Misiones
2021-11-14,87,15,Neuquén
2021-11-14,83,16,Río Negro
2021-11-14,90,22,S del Estero
2021-11-14,72,17,Salta
2021-11-14,80,18,San Juan
2021-11-14,84,19,San Luis
2021-11-14,74,20,Santa Cruz
2021-11-14,83,21,Santa Fe
2021-11-14,84,23,T del Fuego
2021-11-14,77,24,Tucumán
2021-11-15,79,2,Buenos Aires
2021-11-15,88,1,CABA
2021-11-15,90,3,Catamarca
2021-11-15,71,6,Chaco
2021-11-15,71,7,Chubut
2021-11-15,82,4,Córdoba
2021-11-15,82,5,Corrientes
2021-11-15,80,8,Entre Ríos
2021-11-15,84,9,Formosa
2021-11-15,78,10,Jujuy
2021-11-15,86,11,La Pampa
2021-11-15,85,12,La Rioja
2021-11-15,75,13,Mendoza
2021-11-15,64,14,Misiones
2021-11-15,87,15,Neuquén
2021-11-15,83,16,Río Negro
2021-11-15,90,22,S del Estero
2021-11-15,72,17,Salta
2021-11-15,80,18,San Juan
2021-11-15,84,19,San Luis
2021-11-15,74,20,Santa Cruz
2021-11-15,84,21,Santa Fe
2021-11-15,84,23,T del Fuego
2021-11-15,77,24,Tucumán
2021-11-16,79,2,Buenos Aires
2021-11-16,88,1,CABA
2021-11-16,90,3,Catamarca
2021-11-16,71,6,Chaco
2021-11-16,71,7,Chubut
2021-11-16,83,4,Córdoba
2021-11-16,83,5,Corrientes
2021-11-16,80,8,Entre Ríos
2021-11-16,84,9,Formosa
2021-11-16,78,10,Jujuy
2021-11-16,86,11,La Pampa
2021-11-16,85,12,La Rioja
2021-11-16,76,13,Mendoza
2021-11-16,64,14,Misiones
2021-11-16,87,15,Neuquén
2021-11-16,83,16,Río Negro
2021-11-16,90,22,S del Estero
2021-11-16,72,17,Salta
2021-11-16,80,18,San Juan
2021-11-16,84,19,San Luis
2021-11-16,74,20,Santa Cruz
2021-11-16,84,21,Santa Fe
2021-11-16,84,23,T del Fuego
2021-11-16,77,24,Tucumán
2021-11-17,79,2,Buenos Aires
2021-11-17,88,1,CABA
2021-11-17,91,3,Catamarca
2021-11-17,71,6,Chaco
2021-11-17,71,7,Chubut
2021-11-17,83,4,Córdoba
2021-11-17,83,5,Corrientes
2021-11-17,80,8,Entre Ríos
2021-11-17,84,9,Formosa
2021-11-17,78,10,Jujuy
2021-11-17,86,11,La Pampa
2021-11-17,86,12,La Rioja
2021-11-17,76,13,Mendoza
2021-11-17,65,14,Misiones
2021-11-17,87,15,Neuquén
2021-11-17,83,16,Río Negro
2021-11-17,91,22,S del Estero
2021-11-17,72,17,Salta
2021-11-17,80,18,San Juan
2021-11-17,84,19,San Luis
2021-11-17,74,20,Santa Cruz
2021-11-17,84,21,Santa Fe
2021-11-17,84,23,T del Fuego
2021-11-17,78,24,Tucumán
2021-11-18,80,2,Buenos Aires
2021-11-18,89,1,CABA
2021-11-18,92,3,Catamarca
2021-11-18,71,6,Chaco
2021-11-18,71,7,Chubut
2021-11-18,83,4,Córdoba
2021-11-18,83,5,Corrientes
2021-11-18,81,8,Entre Ríos
2021-11-18,84,9,Formosa
2021-11-18,78,10,Jujuy
2021-11-18,86,11,La Pampa
2021-11-18,86,12,La Rioja
2021-11-18,76,13,Mendoza
2021-11-18,65,14,Misiones
2021-11-18,87,15,Neuquén
2021-11-18,83,16,Río Negro
2021-11-18,91,22,S del Estero
2021-11-18,73,17,Salta
2021-11-18,81,18,San Juan
2021-11-18,84,19,San Luis
2021-11-18,74,20,Santa Cruz
2021-11-18,84,21,Santa Fe
2021-11-18,84,23,T del Fuego
2021-11-18,78,24,Tucumán
2021-11-19,80,2,Buenos Aires
2021-11-19,89,1,CABA
2021-11-19,92,3,Catamarca
2021-11-19,71,6,Chaco
2021-11-19,72,7,Chubut
2021-11-19,83,4,Córdoba
2021-11-19,83,5,Corrientes
2021-11-19,81,8,Entre Ríos
2021-11-19,84,9,Formosa
2021-11-19,78,10,Jujuy
2021-11-19,86,11,La Pampa
2021-11-19,86,12,La Rioja
2021-11-19,77,13,Mendoza
2021-11-19,65,14,Misiones
2021-11-19,87,15,Neuquén
2021-11-19,83,16,Río Negro
2021-11-19,91,22,S del Estero
2021-11-19,73,17,Salta
2021-11-19,81,18,San Juan
2021-11-19,84,19,San Luis
2021-11-19,74,20,Santa Cruz
2021-11-19,84,21,Santa Fe
2021-11-19,84,23,T del Fuego
2021-11-19,78,24,Tucumán
2021-11-20,80,2,Buenos Aires
2021-11-20,89,1,CABA
2021-11-20,92,3,Catamarca
2021-11-20,71,6,Chaco
2021-11-20,72,7,Chubut
2021-11-20,83,4,Córdoba
2021-11-20,83,5,Corrientes
2021-11-20,81,8,Entre Ríos
2021-11-20,84,9,Formosa
2021-11-20,78,10,Jujuy
2021-11-20,86,11,La Pampa
2021-11-20,86,12,La Rioja
2021-11-20,77,13,Mendoza
2021-11-20,65,14,Misiones
2021-11-20,88,15,Neuquén
2021-11-20,83,16,Río Negro
2021-11-20,91,22,S del Estero
2021-11-20,73,17,Salta
2021-11-20,81,18,San Juan
2021-11-20,84,19,San Luis
2021-11-20,74,20,Santa Cruz
2021-11-20,84,21,Santa Fe
2021-11-20,84,23,T del Fuego
2021-11-20,78,24,Tucumán
2021-11-21,80,2,Buenos Aires
2021-11-21,89,1,CABA
2021-11-21,92,3,Catamarca
2021-11-21,71,6,Chaco
2021-11-21,72,7,Chubut
2021-11-21,83,4,Córdoba
2021-11-21,83,5,Corrientes
2021-11-21,81,8,Entre Ríos
2021-11-21,84,9,Formosa
2021-11-21,78,10,Jujuy
2021-11-21,86,11,La Pampa
2021-11-21,86,12,La Rioja
2021-11-21,77,13,Mendoza
2021-11-21,65,14,Misiones
2021-11-21,88,15,Neuquén
2021-11-21,83,16,Río Negro
2021-11-21,91,22,S del Estero
2021-11-21,73,17,Salta
2021-11-21,81,18,San Juan
2021-11-21,84,19,San Luis
2021-11-21,74,20,Santa Cruz
2021-11-21,84,21,Santa Fe
2021-11-21,84,23,T del Fuego
2021-11-21,78,24,Tucumán
2021-11-22,80,2,Buenos Aires
2021-11-22,89,1,CABA
2021-11-22,92,3,Catamarca
2021-11-22,71,6,Chaco
2021-11-22,72,7,Chubut
2021-11-22,83,4,Córdoba
2021-11-22,83,5,Corrientes
2021-11-22,81,8,Entre Ríos
2021-11-22,85,9,Formosa
2021-11-22,79,10,Jujuy
2021-11-22,87,11,La Pampa
2021-11-22,86,12,La Rioja
2021-11-22,77,13,Mendoza
2021-11-22,65,14,Misiones
2021-11-22,88,15,Neuquén
2021-11-22,83,16,Río Negro
2021-11-22,91,22,S del Estero
2021-11-22,73,17,Salta
2021-11-22,81,18,San Juan
2021-11-22,84,19,San Luis
2021-11-22,74,20,Santa Cruz
2021-11-22,84,21,Santa Fe
2021-11-22,84,23,T del Fuego
2021-11-22,78,24,Tucumán
2021-11-23,80,2,Buenos Aires
2021-11-23,89,1,CABA
2021-11-23,93,3,Catamarca
2021-11-23,71,6,Chaco
2021-11-23,72,7,Chubut
2021-11-23,83,4,Córdoba
2021-11-23,83,5,Corrientes
2021-11-23,81,8,Entre Ríos
2021-11-23,85,9,Formosa
2021-11-23,79,10,Jujuy
2021-11-23,87,11,La Pampa
2021-11-23,86,12,La Rioja
2021-11-23,77,13,Mendoza
2021-11-23,65,14,Misiones
2021-11-23,88,15,Neuquén
2021-11-23,84,16,Río Negro
2021-11-23,91,22,S del Estero
2021-11-23,73,17,Salta
2021-11-23,81,18,San Juan
2021-11-23,84,19,San Luis
2021-11-23,75,20,Santa Cruz
2021-11-23,85,21,Santa Fe
2021-11-23,84,23,T del Fuego
2021-11-23,78,24,Tucumán
2021-11-24,80,2,Buenos Aires
2021-11-24,89,1,CABA
2021-11-24,93,3,Catamarca
2021-11-24,72,6,Chaco
2021-11-24,72,7,Chubut
2021-11-24,83,4,Córdoba
2021-11-24,84,5,Corrientes
2021-11-24,81,8,Entre Ríos
2021-11-24,85,9,Formosa
2021-11-24,79,10,Jujuy
2021-11-24,87,11,La Pampa
2021-11-24,86,12,La Rioja
2021-11-24,77,13,Mendoza
2021-11-24,65,14,Misiones
2021-11-24,88,15,Neuquén
2021-11-24,84,16,Río Negro
2021-11-24,91,22,S del Estero
2021-11-24,73,17,Salta
2021-11-24,81,18,San Juan
2021-11-24,84,19,San Luis
2021-11-24,75,20,Santa Cruz
2021-11-24,85,21,Santa Fe
2021-11-24,85,23,T del Fuego
2021-11-24,78,24,Tucumán
2021-11-25,80,2,Buenos Aires
2021-11-25,89,1,CABA
2021-11-25,93,3,Catamarca
2021-11-25,72,6,Chaco
2021-11-25,72,7,Chubut
2021-11-25,83,4,Córdoba
2021-11-25,84,5,Corrientes
2021-11-25,81,8,Entre Ríos
2021-11-25,85,9,Formosa
2021-11-25,79,10,Jujuy
2021-11-25,87,11,La Pampa
2021-11-25,86,12,La Rioja
2021-11-25,77,13,Mendoza
2021-11-25,65,14,Misiones
2021-11-25,88,15,Neuquén
2021-11-25,84,16,Río Negro
2021-11-25,92,22,S del Estero
2021-11-25,73,17,Salta
2021-11-25,81,18,San Juan
2021-11-25,84,19,San Luis
2021-11-25,75,20,Santa Cruz
2021-11-25,85,21,Santa Fe
2021-11-25,85,23,T del Fuego
2021-11-25,78,24,Tucumán
2021-11-26,80,2,Buenos Aires
2021-11-26,89,1,CABA
2021-11-26,93,3,Catamarca
2021-11-26,72,6,Chaco
2021-11-26,72,7,Chubut
2021-11-26,83,4,Córdoba
2021-11-26,84,5,Corrientes
2021-11-26,82,8,Entre Ríos
2021-11-26,86,9,Formosa
2021-11-26,79,10,Jujuy
2021-11-26,87,11,La Pampa
2021-11-26,86,12,La Rioja
2021-11-26,78,13,Mendoza
2021-11-26,65,14,Misiones
2021-11-26,88,15,Neuquén
2021-11-26,84,16,Río Negro
2021-11-26,92,22,S del Estero
2021-11-26,74,17,Salta
2021-11-26,81,18,San Juan
2021-11-26,85,19,San Luis
2021-11-26,75,20,Santa Cruz
2021-11-26,85,21,Santa Fe
2021-11-26,85,23,T del Fuego
2021-11-26,79,24,Tucumán
2021-11-27,81,2,Buenos Aires
2021-11-27,89,1,CABA
2021-11-27,93,3,Catamarca
2021-11-27,72,6,Chaco
2021-11-27,72,7,Chubut
2021-11-27,83,4,Córdoba
2021-11-27,84,5,Corrientes
2021-11-27,82,8,Entre Ríos
2021-11-27,86,9,Formosa
2021-11-27,79,10,Jujuy
2021-11-27,87,11,La Pampa
2021-11-27,86,12,La Rioja
2021-11-27,78,13,Mendoza
2021-11-27,65,14,Misiones
2021-11-27,88,15,Neuquén
2021-11-27,84,16,Río Negro
2021-11-27,92,22,S del Estero
2021-11-27,74,17,Salta
2021-11-27,81,18,San Juan
2021-11-27,85,19,San Luis
2021-11-27,75,20,Santa Cruz
2021-11-27,85,21,Santa Fe
2021-11-27,85,23,T del Fuego
2021-11-27,79,24,Tucumán
2021-11-28,81,2,Buenos Aires
2021-11-28,90,1,CABA
2021-11-28,93,3,Catamarca
2021-11-28,72,6,Chaco
2021-11-28,72,7,Chubut
2021-11-28,83,4,Córdoba
2021-11-28,84,5,Corrientes
2021-11-28,82,8,Entre Ríos
2021-11-28,86,9,Formosa
2021-11-28,79,10,Jujuy
2021-11-28,87,11,La Pampa
2021-11-28,86,12,La Rioja
2021-11-28,78,13,Mendoza
2021-11-28,65,14,Misiones
2021-11-28,88,15,Neuquén
2021-11-28,84,16,Río Negro
2021-11-28,92,22,S del Estero
2021-11-28,74,17,Salta
2021-11-28,81,18,San Juan
2021-11-28,85,19,San Luis
2021-11-28,75,20,Santa Cruz
2021-11-28,85,21,Santa Fe
2021-11-28,85,23,T del Fuego
2021-11-28,79,24,Tucumán
2021-11-29,81,2,Buenos Aires
2021-11-29,90,1,CABA
2021-11-29,93,3,Catamarca
2021-11-29,72,6,Chaco
2021-11-29,73,7,Chubut
2021-11-29,84,4,Córdoba
2021-11-29,84,5,Corrientes
2021-11-29,82,8,Entre Ríos
2021-11-29,86,9,Formosa
2021-11-29,79,10,Jujuy
2021-11-29,87,11,La Pampa
2021-11-29,86,12,La Rioja
2021-11-29,78,13,Mendoza
2021-11-29,65,14,Misiones
2021-11-29,88,15,Neuquén
2021-11-29,84,16,Río Negro
2021-11-29,92,22,S del Estero
2021-11-29,74,17,Salta
2021-11-29,81,18,San Juan
2021-11-29,85,19,San Luis
2021-11-29,75,20,Santa Cruz
2021-11-29,85,21,Santa Fe
2021-11-29,85,23,T del Fuego
2021-11-29,79,24,Tucumán
