eleccion,iddistrito,distrito,diasparaeleccion,casos100mil,vacunadostot100
Generales,22,S del Estero,11,0.3,92
Generales,22,S del Estero,12,0.3,92
Generales,22,S del Estero,13,0.2,92
Generales,22,S del Estero,14,0.4,92
Generales,22,S del Estero,15,0.3,92
Generales,23,T del Fuego,-15,,79
Generales,23,T del Fuego,-14,,79
Generales,23,T del Fuego,-13,,79
Generales,23,T del Fuego,-12,2.3,80
Generales,23,T del Fuego,-11,0.6,81
Generales,23,T del Fuego,-10,1.1,82
Generales,23,T del Fuego,-9,2.3,82
Generales,23,T del Fuego,-8,1.5,82
Generales,23,T del Fuego,-7,0.6,82
Generales,23,T del Fuego,-6,5.1,82
Generales,23,T del Fuego,-5,0.6,83
Generales,23,T del Fuego,-4,1.7,83
Generales,23,T del Fuego,-3,1.1,83
Generales,23,T del Fuego,-2,1.8,84
Generales,23,T del Fuego,-1,1.8,84
Generales,23,T del Fuego,0,0.6,84
Generales,23,T del Fuego,1,1.8,84
Generales,23,T del Fuego,2,1.1,84
Generales,23,T del Fuego,3,1.4,84
Generales,23,T del Fuego,4,1.4,84
Generales,23,T del Fuego,5,1.1,84
Generales,23,T del Fuego,6,1.3,84
Generales,23,T del Fuego,7,0.6,84
Generales,23,T del Fuego,8,0.6,84
Generales,23,T del Fuego,9,1.1,84
Generales,23,T del Fuego,10,1.1,85
Generales,23,T del Fuego,11,1.0,85
Generales,23,T del Fuego,12,1.0,85
Generales,23,T del Fuego,13,0.9,85
Generales,23,T del Fuego,14,0.9,85
Generales,23,T del Fuego,15,0.9,85
Generales,24,Tucumán,-15,,73
Generales,24,Tucumán,-14,1.9,74
Generales,24,Tucumán,-13,7.2,74
Generales,24,Tucumán,-12,2.5,74
Generales,24,Tucumán,-11,8.9,75
Generales,24,Tucumán,-10,6.7,75
Generales,24,Tucumán,-9,8.7,76
Generales,24,Tucumán,-8,5.8,76
Generales,24,Tucumán,-7,2.6,76
Generales,24,Tucumán,-6,12.3,76
Generales,24,Tucumán,-5,7.5,76
Generales,24,Tucumán,-4,12.6,76
Generales,24,Tucumán,-3,17.4,77
Generales,24,Tucumán,-2,16.0,77
Generales,24,Tucumán,-1,16.0,77
Generales,24,Tucumán,0,2.7,77
Generales,24,Tucumán,1,13.7,77
Generales,24,Tucumán,2,9.9,77
Generales,24,Tucumán,3,12.5,78
Generales,24,Tucumán,4,15.2,78
Generales,24,Tucumán,5,12.7,78
Generales,24,Tucumán,6,8.1,78
Generales,24,Tucumán,7,6.9,78
Generales,24,Tucumán,8,5.0,78
Generales,24,Tucumán,9,15.3,78
Generales,24,Tucumán,10,10.8,78
Generales,24,Tucumán,11,10.6,78
Generales,24,Tucumán,12,9.9,79
Generales,24,Tucumán,13,9.5,79
Generales,24,Tucumán,14,15.2,79
Generales,24,Tucumán,15,10.9,79
